sample_index,reference,real_eeg,shuffled_eeg,exact_match
469,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,"The movie is so bad that it becomes a zombie apocalypse, and the audience will probably forget all about it.","He was a founding member of the Arithmometer Company, which later became Standard Oil.",False
470,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,"He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and received a Ph.D from Harvard University in Physiology or Medicine (1950).","The movie is a blandly unfunny and derivative affair, one that will only satisfy the most emotionally malleable of filmgoers.",False
471,The sort of movie that gives tastelessness a bad rap.,"It's a great American adventure, but it also has plenty of heart.","The only entertainment you'll get from watching the two-day old movie is the one where it starts to become a cult hero, and then goes downhill as soon as its audience sees the original.",False
472,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,He graduated from high school in 1953 and enrolled at the University of Wisconsin-Madison.,He was a member of the Labour Party from 1971 until 1972.,False
473,"In XXX, Diesel is that rare creature -- an action hero with table manners, and one who proves that elegance is more than tattoo deep.","The movie is a great example of how intolerance can tear apart families, and the film feels like an extended play in some otherworldly adventure.","The film is a great example of the power of cinema to bring people together in one cohesive, coherent vision.",False
474,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.",He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison.,"He was born in San Juan, Puerto Rico to a U.S. citizen and an American businessman who moved from town to Greenwich, Connecticut.",False
475,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in San Juan, Puerto Rico to a Cuban immigrant and his wife Maria (nephew of U.S. ambassador to Spain) who were both members of the revolutionary family.","It's a great American adventure, but it also has plenty of heart.",False
476,"Dole has worked part-time for a Washington, DC, law firm, and engaged in a career of writing, consulting, public speaking, and television appearances.","He was born in San Juan, Puerto Rico to a U.S. citizen and an American businessman who moved from town to Greenwich, Connecticut.","He was a member of the Skull and Bones society, but left active duty in 1848.",False
477,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.","He was a member of the Skull and Bones society, having been born in New York City to Irish American parents who were both members of that organization.","He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and received a Ph.D from Harvard University in Physiology or Medicine (1950).",False
478,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","He was a member of the Executive Committee (FC) and served as chairman, managing general partner (1972-1973), and vice president (1974 - 1977).","He was born in San Juan, Puerto Rico to a Cuban immigrant and his wife Maria (nephew of U.S. ambassador to Spain) who were both members of the revolutionary family.",False
479,The second coming of Harry Potter is a film far superior to its predecessor.,"It's a sadistic comedy, but neither is it funny.","He was born in San Juan, Puerto Rico to a wealthy family and an American lawyer.",False
480,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.","He was a member of the Skull and Bones society, but left in 1970 to become an assistant at Yale University.","He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor of Arts degree in Sociology.",False
