sample_index,reference,real_eeg,shuffled_eeg,exact_match
506,"Edric Frederick Gifford, 3rd Baron Gifford, VC (5 July 1849 - 5 June 1911) was an English recipient of the Victoria Cross, the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to British and Commonwealth forces.",He was nominated for the Academy Award for the Best Supporting Actress in the Best Actress in a Supporting Actress for The Godfather Part II) for his role in The Godmother Part II.,"In 1894, he was cast in the role of the famous ""F.B."" series The Silence of the Lambs.",False
507,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He was educated at the University of Pennsylvania and then joined the Army until 1975.,"The movie is a marvel of the original's ability to capture the original, but it's a movie that has a way of conceals its purpose.",False
508,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","John Fitzgerald Kennedy (born February 12, 18, in St. Louis, Missouri) was an American film actor.",He was educated at the University of Pennsylvania and earned a Bachelor of Arts from Dartmouth College.,False
509,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was born in St. George, Missouri, and was educated at the University of Pennsylvania.",He was a member of the House of Representatives from 1974 until 1989.,False
510,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.",It's a work of a movie that never is.,"The film's best, if it's not a comedy, is a compelling one that will leave you wanting more.",False
511,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",The movie is a good example of the power of a movie that has nothing left to the imagination of a viewer who has been forced to watch a movie.,"A work of art, and a bit too far, is a work of a movie that just doesn't work.",False
512,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,He was awarded the Presidential Medal of Freedom in 2003.,"In 1876, he was elected to the United States House of Representatives as a Democrat and was reelected.",False
513,His work dealt largely with the poor urban black and mulatto communities of Bahia.,He was a member of the United States Senate from New York from 1974 until 1990.,"The movie is a little too long, but it's a good one, with a lot of charm that's a little beyond its scope.",False
514,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,The movie is a work of a movie that's a bit too far into the present.,"John Fitzgerald Kennedy (born May 18, 18, in St. Louis) was a United States Secretary of Defense from 1975 until 1979.",False
515,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).",He served as the Governor of the state of California from 1975 until January 1990.,The movie is a work of a movie that's a bit too far into the present.,False
516,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.","In 1894, he was born in Manners, Massachusetts, and was a member of the House of Representatives.","He was a member of the staff of the University of California, San Francisco, and the University's School of Management.",False
517,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","In 1876, he was elected to the United States House of Representatives as a Democrat and was reelected.","In 1876, he was cast in the television series The Silence of the Lambs.",False
